,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V1,19,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
1,ACC1002X,LECTURE X1,18,36,100,1200,3800,SCIENCE,Returning Students and New Students [P]
2,ACC1002X,LECTURE X1,18,0,0,0,0,LAW,Returning Students and New Students [P]
3,ACC1002X,LECTURE X1,56,4,1,1,501,ENGINEERING,Returning Students and New Students [P]
4,ACC1002X,LECTURE X1,39,11,1,1,3001,SCHOOL OF COMPUTING,Returning Students and New Students [P]
5,ACC1002X,LECTURE X1,4,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students and New Students [P]
6,ACC1002X,LECTURE X1,5,31,1,1540,2500,SCHOOL OF BUSINESS,NUS Students [G]
7,ACC1002X,LECTURE X2,14,23,15,1100,4416,SCIENCE,Returning Students and New Students [P]
8,ACC1002X,LECTURE X2,71,12,1,1,4000,ENGINEERING,Returning Students and New Students [P]
9,ACC1002X,LECTURE X2,10,40,1,1717,2119,SCHOOL OF BUSINESS,NUS Students [G]
10,ACC1002X,LECTURE X3,14,28,1,1083,2117,SCIENCE,Returning Students and New Students [P]
11,ACC1002X,LECTURE X3,9,24,301,1620,2330,SCHOOL OF BUSINESS,NUS Students [G]
12,ACC2002,LECTURE K1,15,1,1,1,1,SCHOOL OF COMPUTING,Returning Students and New Students [P]
13,ACC2002,LECTURE K1,2,4,1,257,1091,SCHOOL OF BUSINESS,NUS Students [G]
14,ACC2002,LECTURE K2,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and New Students [P]
15,ACC2002,LECTURE K2,4,9,2,1270,1738,SCHOOL OF BUSINESS,NUS Students [G]
16,ACC4611,SECTIONAL TEACHING K1,9,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
17,ACC4611,SECTIONAL TEACHING K1,2,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
18,ACC4612A,SECTIONAL TEACHING A1,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
19,ACC4612E,SECTIONAL TEACHING E1,6,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
