,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,AR1326,LECTURE 1,11,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
1,AR2102,DESIGN TUTORIAL 1,42,6,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
2,AR2223,LECTURE 1,52,6,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
3,AR2326,LECTURE 1,25,6,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
4,AR3102,DESIGN TUTORIAL 1,37,8,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
5,AR3323,LECTURE 1,31,6,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
6,AR4102,DESIGN TUTORIAL 1,46,5,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
7,AR4103,DESIGN TUTORIAL 1,8,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
8,AR4104,DESIGN TUTORIAL 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
9,AR5011,LECTURE 2,13,1,100,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
10,BHT4001A,LECTURE ZA,481,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
11,BHT4001B,LECTURE ZB,474,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
12,BHT4001C,LECTURE ZC,477,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
13,BN3301,LECTURE 1,28,0,0,0,0,SCIENCE,Returning Students [P]
14,BN4201,LECTURE 1,19,1,2000,1,2000,ENGINEERING,Returning Students [P]
15,BN4202,LECTURE 1,31,0,0,0,0,ENGINEERING,Returning Students [P]
16,BSP1004,LECTURE D1,9,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
17,BSP1004,LECTURE D1,11,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
18,BSP1004,LECTURE D1,42,3,2,1,200,SCHOOL OF BUSINESS,New Students [P]
19,BSP1004,LECTURE D2,9,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
20,BSP1004,LECTURE D2,12,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
21,BSP1004,LECTURE D2,57,3,1,1,50,SCHOOL OF BUSINESS,New Students [P]
22,BSP1005,LECTURE F1,8,1,4584,1,4584,ENGINEERING,Returning Students [P]
23,BSP1005,LECTURE F1,6,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
24,BSP1005,LECTURE F2,11,0,0,0,0,ENGINEERING,Returning Students [P]
25,BSP1005,LECTURE F2,6,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
26,BSP1005,LECTURE F2,11,0,0,0,0,SCHOOL OF BUSINESS,New Students [P]
27,BSP2001,LECTURE A,15,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
28,BSP2001,LECTURE A,123,6,1,1,66,SCHOOL OF BUSINESS,New Students [P]
29,BSP2005,LECTURE E,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
30,BSP2005,LECTURE E,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
31,BSP3001A,SECTIONAL TEACHING A1,9,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
32,BSP3001A,SECTIONAL TEACHING A2,9,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
33,BSP3001B,SECTIONAL TEACHING A4,15,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
34,BU2180,LECTURE 1,57,2,20,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
35,BU2181,LECTURE 1,56,2,20,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
36,BU2480,LECTURE 1,83,8,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
37,BU2483,LECTURE 1,56,2,20,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
38,BU3182,LECTURE 1,33,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
39,BU3280,LECTURE 1,5,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
40,BU3381,LECTURE 1,7,3,1,1,5,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
41,BU4180,LECTURE 1,16,7,1,1,500,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
