,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE B1,19,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
1,ACC1002X,LECTURE B1,67,6,1,1,3000,ENGINEERING,Returning Students [P]
2,ACC1002X,LECTURE B1,27,1,5,1,5,SCHOOL OF COMPUTING,Returning Students [P]
3,ACC1002X,LECTURE B1,2,2,2,1,50,SCHOOL OF BUSINESS,Returning Students [P]
4,ACC1002X,LECTURE B2,21,0,0,0,0,SCIENCE,Returning Students [P]
5,ACC1002X,LECTURE B2,15,0,0,0,0,LAW,Returning Students [P]
6,ACC1002X,LECTURE B2,83,11,1,1,2002,ENGINEERING,Returning Students [P]
7,ACC1002X,LECTURE B2,20,1,50,1,50,SCHOOL OF BUSINESS,Returning Students [P]
8,ACC2002,LECTURE B1,31,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
9,AR1101,DESIGN LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
10,AR1121,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
11,AR1221,LECTURE 1,4,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
12,AR2101,DESIGN LECTURE 1,47,4,1,1,666,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
13,AR2221,LECTURE 1,52,4,1,1,666,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
14,AR2511,LECTURE 1,155,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
15,AR2723,LECTURE 1,52,4,1,1,666,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
16,AR3101,DESIGN LECTURE 1,60,4,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
17,AR3222,LECTURE 1,59,4,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
18,AR4101,DESIGN LECTURE 1,45,7,1,1,20,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
19,AR4103,DESIGN LECTURE 1,41,4,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
20,AR4323,LECTURE 1,49,4,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
21,AR5011,LECTURE 1,67,7,1,1,20,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
22,AR5312,LECTURE 1,25,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
23,AR5321,LECTURE 1,82,11,1,1,20,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
24,AS2237,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
25,AS3231,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
26,AS3234,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
27,BN3402,LECTURE 1,3,0,0,0,0,ENGINEERING,Returning Students [P]
28,BN4301,LECTURE 1,22,0,0,0,0,ENGINEERING,Returning Students [P]
29,BN4403,LECTURE 1,17,0,0,0,0,ENGINEERING,Returning Students [P]
30,BN4406,LECTURE 1,43,0,0,0,0,ENGINEERING,Returning Students [P]
31,BSP1004X,LECTURE Y1,3,3,1,1,1000,SCIENCE,Returning Students [P]
32,BSP1004X,LECTURE Y1,30,2,1,1,1,ENGINEERING,Returning Students [P]
33,BSP1004X,LECTURE Y1,34,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
34,BSP1004X,LECTURE Y1,15,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
35,BSP1004X,LECTURE Y1,1,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
36,BSP1005,LECTURE D1,12,1,1,1,1,SCIENCE,Returning Students [P]
37,BSP1005,LECTURE D1,19,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
38,BSP1005,LECTURE D1,18,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
39,BSP1005,LECTURE D2,13,2,100,1,1000,ENGINEERING,Returning Students [P]
40,BSP1005,LECTURE D2,14,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
41,BSP1005,LECTURE D2,15,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
42,BSP1005,LECTURE D3,6,1,1,1,1,ENGINEERING,Returning Students [P]
43,BSP1005,LECTURE D3,14,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
44,BSP1005,LECTURE D3,1,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
45,BSP2005,LECTURE E1,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
46,BSP2005,LECTURE E1,21,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
47,BSP2005,LECTURE E2,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
48,BSP2005,LECTURE E2,21,4,100,1,1000,SCHOOL OF BUSINESS,Returning Students [P]
49,BSP3513,SECTIONAL TEACHING B1,46,3,1,1,111,SCHOOL OF BUSINESS,Returning Students [P]
50,BSP4512,SECTIONAL TEACHING D1,6,5,50,1,2006,SCHOOL OF BUSINESS,Returning Students [P]
51,BSP4513,SECTIONAL TEACHING C1,26,4,1,1,1059,SCHOOL OF BUSINESS,Returning Students [P]
52,CE2134,LECTURE 1,33,6,1,1,500,ENGINEERING,Returning Students [P]
53,CE2155,LECTURE 1,45,8,1,1,3865,ENGINEERING,Returning Students [P]
54,CE2184,LECTURE 1,56,5,1,1,50,ENGINEERING,Returning Students [P]
55,CE2407,LECTURE 1,3,8,1,20,2002,ENGINEERING,Returning Students [P]
56,CE2409,LECTURE 1,12,1,893,1,893,ENGINEERING,Returning Students [P]
57,CE3101,LECTURE 1,9,2,1,1,1,ENGINEERING,Returning Students [P]
58,CE3115,LECTURE 1,18,3,1,1,500,ENGINEERING,Returning Students [P]
59,CE3121,LECTURE 1,31,5,1,1,500,ENGINEERING,Returning Students [P]
60,CE3166,LECTURE 1,46,4,1,1,500,ENGINEERING,Returning Students [P]
61,CE4103,LECTURE Dsg,34,3,1,1,50,ENGINEERING,Returning Students [P]
62,CE4104,LECTURE Prj,36,2,1,1,50,ENGINEERING,Returning Students [P]
63,CE4257,LECTURE 1,23,0,0,0,0,ENGINEERING,Returning Students [P]
64,CE5101,LECTURE 1,18,0,0,0,0,ENGINEERING,Returning Students [P]
65,CE5104,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
66,CE5108,LECTURE 1,8,1,1256,1,1256,ENGINEERING,Returning Students [P]
67,CE5113,LECTURE 1,12,5,1,1,106,ENGINEERING,Returning Students [P]
68,CE5203,LECTURE 1,11,0,0,0,0,ENGINEERING,Returning Students [P]
69,CE5205,LECTURE 1,11,1,10,1,10,ENGINEERING,Returning Students [P]
70,CE5307,LECTURE 1,11,0,0,0,0,ENGINEERING,Returning Students [P]
71,CE5312,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
72,CE5509,LECTURE 1,13,1,1,1,1,ENGINEERING,Returning Students [P]
73,CE5510,LECTURE 1,16,0,0,0,0,ENGINEERING,Returning Students [P]
74,CE5514,LECTURE 1,12,0,0,0,0,ENGINEERING,Returning Students [P]
75,CE5610,LECTURE 1,23,0,0,0,0,ENGINEERING,Returning Students [P]
76,CE5806,LECTURE 1,8,1,11,1,11,ENGINEERING,Returning Students [P]
77,CG2271,LECTURE 1,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
78,CG3002,LECTURE 1,16,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
79,CG3204L,LECTURE 1,19,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
80,CG3207,LECTURE 1,14,2,1,1,5530,ENGINEERING,Returning Students [P]
81,CG3207,LECTURE 1,27,2,100,1,1000,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
82,CH1101E,LECTURE 1,46,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
83,CH2121,LECTURE 1,99,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
84,CH2162,LECTURE 1,34,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
85,CH2243,LECTURE 1,44,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
86,CH2274,LECTURE 1,36,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
87,CH2292A,LECTURE 1,69,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
88,CH3221,LECTURE 1,19,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
89,CH3246,LECTURE 1,30,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
90,CH3248,LECTURE 1,34,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
91,CH3254,SEMINAR-STYLE MODULE CLASS 1,41,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
92,CH4203,SEMINAR-STYLE MODULE CLASS 1,11,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
93,CH4204,LECTURE 1,23,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
94,CH4222,SEMINAR-STYLE MODULE CLASS 1,28,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
95,CH4246,SEMINAR-STYLE MODULE CLASS 1,28,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
96,CL1101E,LECTURE 1,38,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
97,CL2101,LECTURE 1,40,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
98,CL2121,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
99,CL2209,LECTURE 1,40,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
100,CL2280,LECTURE 1,119,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
101,CL3201,LECTURE 1,26,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
102,CL3204,LECTURE 1,41,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
103,CL3207,LECTURE 1,38,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
104,CL3221,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
105,CM1111,LECTURE SL1,6,0,0,0,0,SCIENCE,Returning Students [P]
106,CM1131,LECTURE SL1,2,1,1,1,1,SCIENCE,Returning Students [P]
107,CM1131,LECTURE SL1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
108,CM1417,LECTURE SL1,7,0,0,0,0,SCIENCE,Returning Students [P]
109,CM1417,LECTURE SL1,1,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
110,CM2102,LECTURE SL1,60,3,1,1,100,SCIENCE,Returning Students [P]
111,CM2121,LECTURE SL1,3,3,20,1,501,SCIENCE,Returning Students [P]
112,CM2142,LECTURE SL1,17,8,1,1,300,SCIENCE,Returning Students [P]
113,CM2161,LECTURE SL1,10,0,0,0,0,SCIENCE,Returning Students [P]
114,CM2165,LECTURE SL1,9,0,0,0,0,SCIENCE,Returning Students [P]
115,CM2263,LECTURE SL1,10,0,0,0,0,SCIENCE,Returning Students [P]
116,CM3221,LECTURE SL1,156,1,1,1,1,SCIENCE,Returning Students [P]
117,CM3242,LECTURE SL1,44,3,111,1,2700,SCIENCE,Returning Students [P]
118,CM4211,LECTURE SL1,7,1,1111,1,1111,SCIENCE,Returning Students [P]
119,CM4214,LECTURE SL1,8,1,1111,1,1111,SCIENCE,Returning Students [P]
120,CM4226,LECTURE SL1,62,3,1,1,11,SCIENCE,Returning Students [P]
121,CM4236,LECTURE SL1,38,1,8,1,8,SCIENCE,Returning Students [P]
122,CM4242,LECTURE SL1,43,1,300,1,300,SCIENCE,Returning Students [P]
123,CM4266,LECTURE SL1,55,0,0,0,0,SCIENCE,Returning Students [P]
124,CM4269,LECTURE SL1,60,12,1,1,2984,SCIENCE,Returning Students [P]
125,CM4271,LECTURE SL1,30,1,1000,1,1000,SCIENCE,Returning Students [P]
126,CN1111E,LECTURE 1,5,0,0,0,0,ENGINEERING,Returning Students [P]
127,CN2121,LECTURE 1,115,9,1,1,1,ENGINEERING,Returning Students [P]
128,CN2122,LECTURE 1,123,10,1,1,1,ENGINEERING,Returning Students [P]
