,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V1,43,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
1,ACC1002X,LECTURE X1,2,11,5,1502,2162,SCHOOL OF BUSINESS,"NUS Students [P, G]"
2,ACC1002X,LECTURE X2,3,17,200,1000,2731,SCHOOL OF BUSINESS,"NUS Students [P, G]"
3,ACC1006,LECTURE J1,26,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
4,ACC2002,LECTURE K1,23,1,10,1,10,SCHOOL OF BUSINESS,"NUS Students [P, G]"
5,ACC2002,LECTURE K2,67,1,100,1,100,SCHOOL OF BUSINESS,"NUS Students [P, G]"
6,ACC4611,SECTIONAL TEACHING K1,1,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
7,ACC4612E,SECTIONAL TEACHING E1,1,5,1,4031,4031,SCHOOL OF BUSINESS,"NUS Students [P, G]"
8,AR1102,DESIGN LECTURE 1,19,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
9,AR1326,LECTURE 1,41,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
10,AR1721,LECTURE 1,46,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
11,AR1724,LECTURE 1,45,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
12,AR2102,DESIGN LECTURE 1,15,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
13,AR2225,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
14,AR2327,LECTURE 1,41,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
15,AR2723,LECTURE 1,18,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
16,AR3102,DESIGN LECTURE 1,11,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
17,AR3721,LECTURE 1,20,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
18,AR4102,DESIGN LECTURE 1,14,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
19,AR4104,DESIGN LECTURE 1,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
20,AR4323,LECTURE 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
21,AR5011,LECTURE 1,49,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
22,AR5221,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
23,BN4201,LECTURE 1,1,0,0,0,0,ENGINEERING,NUS Students [P]
24,BN4402,LECTURE 1,20,1,1,1,1,ENGINEERING,NUS Students [P]
25,BN4404,LECTURE 1,4,0,0,0,0,ENGINEERING,NUS Students [P]
26,BSP1004X,LECTURE Y1,58,6,1,1,278,SCHOOL OF BUSINESS,"NUS Students [P, G]"
27,BSP1005,LECTURE D1,106,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
28,BSP1005,LECTURE D2,120,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
29,BSP2001,LECTURE G1,93,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
