,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE B1,15,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
1,ACC1002X,LECTURE B1,1,9,124,4200,4200,SCHOOL OF BUSINESS,"NUS Students [P, G]"
2,ACC1006,LECTURE C1,10,2,1,1,20,SCHOOL OF BUSINESS,NUS Students [P]
3,ACC1006,LECTURE C2,85,3,1,1,5,SCHOOL OF BUSINESS,NUS Students [P]
4,ACC2002,LECTURE B2,60,17,1,1,1355,SCHOOL OF BUSINESS,"NUS Students [P, G]"
5,ACC4611,SECTIONAL TEACHING J1,12,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
6,AR1102,DESIGN TUTORIAL 1,4,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
7,AR1326,LECTURE 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
8,AR1721,LECTURE 1,17,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
9,AR2102,DESIGN TUTORIAL 1,12,5,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
10,AR2223,LECTURE 1,16,6,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
11,AR2326,LECTURE 1,16,5,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
12,AR2724,LECTURE 1,47,7,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
13,AR3102,DESIGN TUTORIAL 1,8,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
14,AR3323,LECTURE 1,22,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
15,AR3324,LECTURE 1,10,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
16,AR4102,DESIGN TUTORIAL 1,21,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
17,AR4104,DESIGN TUTORIAL 1,18,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
18,AR4223,LECTURE 1,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
19,AR5011,LECTURE 2,25,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
20,AR5221,LECTURE 1,24,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
21,AS2213,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
22,AS3231,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
23,AS4231,SEMINAR-STYLE MODULE CLASS 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
24,BHT4001A,SECTIONAL TEACHING A1,284,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
25,BHT4001B,SECTIONAL TEACHING A1,285,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
26,BHT4001C,SECTIONAL TEACHING A1,292,3,1,1,2333,SCHOOL OF BUSINESS,NUS Students [P]
27,BN4202,LECTURE 1,18,0,0,0,0,ENGINEERING,NUS Students [P]
28,BN4402,LECTURE 1,5,1,1,1,1,ENGINEERING,NUS Students [P]
29,BSP1004,LECTURE D2,2,17,10,2721,3302,SCHOOL OF BUSINESS,"NUS Students [P, G]"
30,BSP1005,LECTURE F1,1,9,22,4500,4500,SCHOOL OF BUSINESS,"NUS Students [P, G]"
31,BSP2001,LECTURE A1,3,3,11,1,870,SCHOOL OF BUSINESS,"NUS Students [P, G]"
32,BSP2001,LECTURE A2,43,7,100,1,600,SCHOOL OF BUSINESS,"NUS Students [P, G]"
33,BSP2005,LECTURE E1,24,5,1,1,1500,SCHOOL OF BUSINESS,"NUS Students [P, G]"
34,BSP2005,LECTURE E2,93,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
35,BSP3001A,SECTIONAL TEACHING A1,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
36,BSP3001A,SECTIONAL TEACHING A2,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
37,BSP3001A,SECTIONAL TEACHING A3,11,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
38,BSP3001B,SECTIONAL TEACHING A6,3,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
39,BSP3511,SEMINAR-STYLE MODULE CLASS E1,16,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
40,BST3002C,SECTIONAL TEACHING C1,13,3,3,1,1328,SCHOOL OF BUSINESS,"NUS Students [P, G]"
41,BST3002C,SECTIONAL TEACHING C2,30,4,1,1,1096,SCHOOL OF BUSINESS,"NUS Students [P, G]"
42,CE2112,LECTURE 1,61,4,1,1,1,ENGINEERING,"NUS Students [P, G]"
43,CE2183,LECTURE 1,86,10,1,1,200,ENGINEERING,"NUS Students [P, G]"
44,CE3116,LECTURE 1,43,4,1,1,100,ENGINEERING,NUS Students [P]
45,CE3132,LECTURE 1,41,7,1,1,100,ENGINEERING,NUS Students [P]
46,CE3155,LECTURE 1,60,3,1,1,1,ENGINEERING,NUS Students [P]
47,CE3165,LECTURE 1,66,3,1,1,100,ENGINEERING,NUS Students [P]
48,CE4103,DESIGN TUTORIAL Dsg,38,0,0,0,0,ENGINEERING,NUS Students [P]
49,CE4104,DESIGN TUTORIAL Prj,82,3,1,1,1000,ENGINEERING,NUS Students [P]
50,CE4258,LECTURE 1,31,1,3168,1,3168,ENGINEERING,NUS Students [P]
51,CE5106,LECTURE 1,13,0,0,0,0,ENGINEERING,NUS Students [P]
52,CE5107,LECTURE 1,6,0,0,0,0,ENGINEERING,NUS Students [P]
53,CE5207,LECTURE 1,15,0,0,0,0,ENGINEERING,NUS Students [P]
54,CE5513,LECTURE 1,17,0,0,0,0,ENGINEERING,NUS Students [P]
55,CE5603,LECTURE 1,15,2,1,1,2,ENGINEERING,NUS Students [P]
56,CE5604,LECTURE 1,10,1,1,1,1,ENGINEERING,NUS Students [P]
57,CE5611,LECTURE 1,12,0,0,0,0,ENGINEERING,NUS Students [P]
58,CE5702,LECTURE 1,8,0,0,0,0,ENGINEERING,NUS Students [P]
59,CE5710,LECTURE 1,15,0,0,0,0,ENGINEERING,NUS Students [P]
60,CE5711,LECTURE 1,14,0,0,0,0,ENGINEERING,NUS Students [P]
61,CE5713,LECTURE 1,12,0,0,0,0,ENGINEERING,NUS Students [P]
62,CE5715,LECTURE 1,15,0,0,0,0,ENGINEERING,NUS Students [P]
63,CE5806,LECTURE 1,1,0,0,0,0,ENGINEERING,NUS Students [P]
64,CE5881,LECTURE 1,8,0,0,0,0,ENGINEERING,NUS Students [P]
65,CH1101E,LECTURE 1,99,19,1,1,2014,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
66,CH2141,LECTURE 1,25,18,1,1,1634,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
67,CH2161,LECTURE 1,24,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
68,CH2243,LECTURE 1,28,2,1,1,20,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
69,CH2244,LECTURE 1,57,8,1,1,500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
70,CH2291,LECTURE 1,98,17,1,1,1872,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
71,CH3225,LECTURE 1,39,2,1,1,168,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
72,CH3226,LECTURE 1,48,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
73,CH3228,LECTURE 1,43,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
74,CH3243,LECTURE 1,26,3,200,1,300,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
75,CH3246,LECTURE 1,39,2,1,1,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
76,CH3248,LECTURE 1,44,2,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
77,CH3261,LECTURE 1,42,2,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
78,CH3291,LECTURE 1,47,5,1,1,448,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
79,CH4207,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
80,CH4222,SEMINAR-STYLE MODULE CLASS 1,25,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
81,CH4244,SEMINAR-STYLE MODULE CLASS 1,21,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
82,CH4261,SEMINAR-STYLE MODULE CLASS 1,26,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
83,CL1101E,LECTURE 1,146,38,1,1,931,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
84,CL2101,LECTURE 1,22,8,1,1,1218,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
85,CL2103,LECTURE 1,111,10,1,1,1315,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
86,CL2204,LECTURE 1,19,4,1,1,1001,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
87,CL2241,LECTURE 1,32,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
88,CL2281,LECTURE 1,15,17,11,100,2883,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
89,CL3202,LECTURE 1,22,2,1,1,500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
90,CL3205,LECTURE 1,39,4,1,1,10,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
91,CL3281,LECTURE 1,29,2,1,1,28,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
92,CM1111,LECTURE SL1,76,8,1,1,51,SCIENCE,NUS Students [P]
93,CM1121,LECTURE SL1,19,7,5,1,100,SCIENCE,NUS Students [P]
94,CM1161,LECTURE SL1,23,7,1,1,549,SCIENCE,NUS Students [P]
95,CM2101,LECTURE SL1,42,8,1,1,500,SCIENCE,NUS Students [P]
96,CM2102,LECTURE SL1,36,0,0,0,0,SCIENCE,NUS Students [P]
97,CM2111,LECTURE SL1,69,2,100,1,2032,SCIENCE,NUS Students [P]
98,CM2121,LECTURE SL1,100,5,1,1,1000,SCIENCE,NUS Students [P]
99,CM2132,LECTURE SL1,82,2,1,1,50,SCIENCE,NUS Students [P]
100,CM2142,LECTURE SL1,18,1,1,1,1,SCIENCE,NUS Students [P]
101,CM2166,LECTURE SL1,18,1,10,1,10,SCIENCE,NUS Students [P]
102,CM2167,LECTURE SL1,21,4,1,1,207,SCIENCE,NUS Students [P]
103,CM2264,LECTURE SL1,35,2,1,1,23,SCIENCE,NUS Students [P]
104,CM3222,LECTURE SL1,32,13,1,1,2105,SCIENCE,NUS Students [P]
105,CM3251,LECTURE SL1,41,1,1,1,1,SCIENCE,NUS Students [P]
106,CM3262,LECTURE SL1,25,0,0,0,0,SCIENCE,NUS Students [P]
107,CM3264,LECTURE SL1,19,1,2000,1,2000,SCIENCE,NUS Students [P]
108,CM3265,LECTURE SL1,36,3,1,1,1002,SCIENCE,NUS Students [P]
109,CM3291,LECTURE SL1,16,3,1,1,1093,SCIENCE,NUS Students [P]
110,CM3295,LECTURE SL1,8,0,0,0,0,SCIENCE,NUS Students [P]
111,CM3296,LECTURE SL1,2,1,1,1,1,SCIENCE,NUS Students [P]
112,CM3301,LECTURE SL1,113,5,35,1,2000,SCIENCE,NUS Students [P]
113,CM4212,LECTURE SL1,9,2,1,1,4008,SCIENCE,NUS Students [P]
114,CM4223,LECTURE SL1,37,5,2,1,2000,SCIENCE,NUS Students [P]
115,CM4237,LECTURE SL1,27,3,1,1,3000,SCIENCE,NUS Students [P]
116,CM4241,LECTURE SL1,47,0,0,0,0,SCIENCE,NUS Students [P]
117,CM4268,LECTURE SL1,37,3,1,1,1,SCIENCE,NUS Students [P]
118,CN1111,LECTURE L,6,2,1,1,166,ENGINEERING,"NUS Students [P, G]"
119,CN1111E,LECTURE 1,18,0,0,0,0,ENGINEERING,NUS Students [P]
120,CN2108,SECTIONAL TEACHING 1,1,1,300,1,300,ENGINEERING,NUS Students [P]
121,CN2108,SECTIONAL TEACHING 4,8,2,1,1,1,ENGINEERING,NUS Students [P]
122,CN2116,LECTURE L,73,4,1,1,2,ENGINEERING,"NUS Students [P, G]"
123,CN2116E,LECTURE 1,62,0,0,0,0,ENGINEERING,NUS Students [P]
124,CN2125,LECTURE L,71,1,1,1,1,ENGINEERING,NUS Students [P]
125,CN2125E,LECTURE 1,9,0,0,0,0,ENGINEERING,NUS Students [P]
126,CN3109,SECTIONAL TEACHING 1,5,0,0,0,0,ENGINEERING,NUS Students [P]
127,CN3124,LECTURE L,77,10,1,1,100,ENGINEERING,NUS Students [P]
128,CN3124E,LECTURE 1,1,0,0,0,0,ENGINEERING,NUS Students [P]
129,CN4118,LECTURE L,10,0,0,0,0,ENGINEERING,NUS Students [P]
130,CN4118E,LECTURE 1,155,0,0,0,0,ENGINEERING,NUS Students [P]
131,CN4118R,LECTURE L,283,3,1,1,200,ENGINEERING,NUS Students [P]
132,CN4120,LECTURE L,7,0,0,0,0,ENGINEERING,NUS Students [P]
