,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,AR1326,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
1,AR2102,DESIGN TUTORIAL 1,3,3,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
2,AR2223,LECTURE 1,13,11,1,1,2985,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
3,AR2223,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
4,AR2326,LECTURE 1,4,3,2,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
5,AR3102,DESIGN TUTORIAL 1,14,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
6,AR3323,LECTURE 1,12,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
7,AR4102,DESIGN TUTORIAL 1,25,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
8,AR4103,DESIGN TUTORIAL 1,8,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
9,AR4104,DESIGN TUTORIAL 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
10,AR5011,LECTURE 2,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
11,BHT4001A,LECTURE ZA,480,1,1,1,1,SCHOOL OF BUSINESS,Returning Students and New Students [P]
12,BHT4001B,LECTURE ZB,472,3,1,1,1134,SCHOOL OF BUSINESS,Returning Students and New Students [P]
13,BHT4001C,LECTURE ZC,475,4,1,1,1533,SCHOOL OF BUSINESS,Returning Students and New Students [P]
14,BN3301,LECTURE 1,28,0,0,0,0,SCIENCE,Returning Students and New Students [P]
15,BN4201,LECTURE 1,15,2,1,1,1,ENGINEERING,Returning Students and New Students [P]
16,BN4202,LECTURE 1,31,1,1,1,1,ENGINEERING,Returning Students and New Students [P]
17,BSP1004,LECTURE D1,1,7,50,3421,3421,ENGINEERING,Returning Students and New Students [P]
18,BSP1004,LECTURE D1,4,5,200,567,2100,SCHOOL OF COMPUTING,Returning Students and New Students [P]
19,BSP1004,LECTURE D1,45,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
20,BSP1004,LECTURE D2,12,6,1,1,1500,SCHOOL OF COMPUTING,Returning Students and New Students [P]
21,BSP1004,LECTURE D2,63,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
22,BSP1005,LECTURE F1,1,2,3,200,200,ENGINEERING,Returning Students and New Students [P]
23,BSP1005,LECTURE F1,4,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
24,BSP1005,LECTURE F2,1,1,11,1,11,ENGINEERING,Returning Students and New Students [P]
25,BSP1005,LECTURE F2,14,1,100,1,100,SCHOOL OF BUSINESS,Returning Students and New Students [P]
26,BSP1005,LECTURE F2,3,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
27,BSP2001,LECTURE A,129,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
28,BSP2001,LECTURE A,15,1,10,1,10,SCHOOL OF BUSINESS,NUS Students [G]
