,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V1,16,2,1,1,100,SCHOOL OF BUSINESS,NUS Students [P]
1,ACC1002X,LECTURE X1,3,18,2,1516,2239,SCHOOL OF BUSINESS,"NUS Students [P, G]"
2,ACC1002X,LECTURE X2,2,7,161,3003,5365,SCHOOL OF BUSINESS,"NUS Students [P, G]"
3,ACC4611,SECTIONAL TEACHING K1,10,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
4,ACC4612E,SECTIONAL TEACHING E1,7,1,2,1,2,SCHOOL OF BUSINESS,NUS Students [P]
5,AR1102,DESIGN LECTURE 1,11,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
6,AR1326,LECTURE 1,48,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
7,AR1721,LECTURE 1,48,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
8,AR1724,LECTURE 1,58,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
9,AR2102,DESIGN LECTURE 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
10,AR2225,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
11,AR2327,LECTURE 1,25,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
12,AR3102,DESIGN LECTURE 1,5,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
13,AR3721,LECTURE 1,12,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
14,AR4102,DESIGN LECTURE 1,4,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
15,AR4104,DESIGN LECTURE 1,9,1,100,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
16,AR4323,LECTURE 1,5,1,100,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
17,AR5221,LECTURE 1,9,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
18,BN4201,LECTURE 1,1,1,1,1,1,ENGINEERING,NUS Students [P]
19,BN4203,LECTURE 1,1,2,100,4444,4444,ENGINEERING,NUS Students [P]
20,BN4402,LECTURE 1,27,0,0,0,0,ENGINEERING,NUS Students [P]
21,BN4404,LECTURE 1,10,0,0,0,0,ENGINEERING,NUS Students [P]
22,BSP1004FC,LECTURE Y1,86,9,1,1,800,SCHOOL OF BUSINESS,"NUS Students [P, G]"
23,BSP1005,LECTURE D1,91,3,1,1,400,SCHOOL OF BUSINESS,"NUS Students [P, G]"
24,BSP1005,LECTURE D2,112,3,1,1,1018,SCHOOL OF BUSINESS,"NUS Students [P, G]"
