,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V1,9,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
1,ACC1002X,LECTURE X1,2,10,398,2261,2261,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
2,ACC1002X,LECTURE X1,1,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
3,ACC1002X,LECTURE X2,1,12,100,3039,3039,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
4,ACC1002X,LECTURE X2,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
5,ACC2002,LECTURE B1,1,5,101,1605,1605,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
6,ACC2002,LECTURE B1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
7,AR1101,DESIGN LECTURE 1,14,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
8,AR1327,LECTURE 1,9,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
9,AR2101,DESIGN LECTURE 1,41,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
10,AR2221,LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
11,AR2222,LECTURE 1,15,5,1,1,400,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
12,AR2223,LECTURE 1,50,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
13,AR2521,LECTURE 1,41,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
14,AR3101,DESIGN LECTURE 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
15,AR3421,LECTURE 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
16,AR4101,DESIGN LECTURE 1,19,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
17,AR4103,DESIGN LECTURE 1,14,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
18,AR4222,LECTURE 1,4,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
19,AR4322,LECTURE 1,20,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
20,AR5011,LECTURE 1,30,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
21,AR5312,LECTURE 1,4,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
22,AR5321,LECTURE 1,25,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
23,AS2237,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
24,AS3239,LECTURE 1,3,3,11,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
25,BN4202,LECTURE 1,14,1,1,1,1,ENGINEERING,Returning Students [P]
