,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V01,12,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
1,ACC1002,LECTURE V02,14,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
2,ACC1002X,LECTURE X1,23,20,1,1,952,SCHOOL OF BUSINESS,"NUS Students [P, G]"
3,ACC1002X,LECTURE X2,12,15,20,101,1890,SCHOOL OF BUSINESS,"NUS Students [P, G]"
4,ACC1002X,LECTURE X3,2,4,200,1000,3000,SCHOOL OF BUSINESS,"NUS Students [P, G]"
5,ACC2002,SECTIONAL TEACHING K6,2,6,1,899,1288,SCHOOL OF BUSINESS,"NUS Students [P, G]"
6,ACC4611,SECTIONAL TEACHING K1,10,1,99,1,99,SCHOOL OF BUSINESS,NUS Students [P]
7,ACC4612E,SECTIONAL TEACHING E1,14,2,1,1,2900,SCHOOL OF BUSINESS,NUS Students [P]
8,AR1102,DESIGN LECTURE 1,18,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
9,AR1326,LECTURE 1,42,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
10,AR1721,LECTURE 1,44,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
11,AR1724,LECTURE 1,42,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
12,AR2102,DESIGN LECTURE 1,17,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
13,AR2225,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
14,AR2327,LECTURE 1,14,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
15,AR2723,LECTURE 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
16,AR3102,DESIGN LECTURE 1,11,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
17,AR3721,LECTURE 1,13,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
18,AR4102,DESIGN LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
19,AR4104,DESIGN LECTURE 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
20,AR4323,LECTURE 1,15,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
21,AR5011,LECTURE 1,12,1,300,1,300,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
22,AR5221,LECTURE 1,19,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
23,AS3231,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
24,AS3240,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
25,BN4402,LECTURE 1,41,1,1,1,1,ENGINEERING,NUS Students [P]
26,BSP1005,LECTURE D1,117,3,1,1,1,SCHOOL OF BUSINESS,"NUS Students [P, G]"
27,BSP1005,LECTURE D2,97,2,1,1,59,SCHOOL OF BUSINESS,"NUS Students [P, G]"
28,BSP2001,LECTURE G1,42,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
29,BSP2001,LECTURE G2,43,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
30,BSP2005,LECTURE E2,3,3,100,1,600,SCHOOL OF BUSINESS,"NUS Students [P, G]"
31,BSP3516,SECTIONAL TEACHING A1,42,1,1,1,1,SCHOOL OF BUSINESS,"NUS Students [P, G]"
32,BSP4512,SECTIONAL TEACHING D1,8,2,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
33,BSP4515,SECTIONAL TEACHING M1,25,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
34,BT3101,LECTURE 1,43,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [P]
35,CE1109,LECTURE 1,69,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
36,CE2112,LECTURE 1,101,0,0,0,0,ENGINEERING,NUS Students [P]
37,CE2134,LECTURE 1,188,0,0,0,0,ENGINEERING,NUS Students [P]
38,CE2155,LECTURE 1,131,1,1,1,1,ENGINEERING,NUS Students [P]
39,CE2407,LECTURE 1,91,4,1,1,10,ENGINEERING,NUS Students [P]
40,CE3102,LECTURE 1,3,0,0,0,0,ENGINEERING,NUS Students [G]
41,CE3115,LECTURE 1,6,0,0,0,0,ENGINEERING,NUS Students [P]
42,CE3116,LECTURE 1,5,0,0,0,0,ENGINEERING,NUS Students [P]
43,CE3132,LECTURE 1,1,7,1,800,800,ENGINEERING,NUS Students [P]
44,CE3155,LECTURE 1,45,0,0,0,0,ENGINEERING,NUS Students [P]
45,CE3165,LECTURE 1,12,1,5,1,5,ENGINEERING,NUS Students [P]
46,CE3166,LECTURE 1,2,0,0,0,0,ENGINEERING,NUS Students [P]
47,CE4104,LECTURE PRJ,17,2,1,1,1,ENGINEERING,NUS Students [P]
48,CE4221,LECTURE 1,6,2,1,1,100,ENGINEERING,NUS Students [P]
49,CE4258,LECTURE 1,3,1,1,1,1,ENGINEERING,NUS Students [P]
50,CE5105,LECTURE 1,6,0,0,0,0,ENGINEERING,NUS Students [P]
51,CE5106,LECTURE 1,18,0,0,0,0,ENGINEERING,NUS Students [P]
52,CE5107,LECTURE 1,7,0,0,0,0,ENGINEERING,NUS Students [P]
53,CE5204,LECTURE 1,1,0,0,0,0,ENGINEERING,NUS Students [P]
