,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,AR1326,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
1,AR2326,LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
2,AR3102,DESIGN TUTORIAL 1,10,3,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
3,AR3323,LECTURE 1,8,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
4,AR4102,DESIGN TUTORIAL 1,24,3,1,1,5000,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
5,AR4103,DESIGN TUTORIAL 1,8,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
6,AR4104,DESIGN TUTORIAL 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
7,AR5011,LECTURE 2,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
8,BHT4001A,LECTURE ZA,476,4,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
9,BHT4001B,LECTURE ZB,467,4,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
10,BHT4001C,LECTURE ZC,471,8,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
11,BN3301,LECTURE 1,25,3,1,1,10,ENGINEERING,NUS Students [P]
12,BN4201,LECTURE 1,13,1,4343,1,4343,ENGINEERING,NUS Students [P]
13,BN4202,LECTURE 1,30,0,0,0,0,ENGINEERING,NUS Students [P]
14,BN4402,LECTURE 1,1,4,1,1001,1001,ENGINEERING,NUS Students [P]
15,BN4404,LECTURE 1,1,2,2600,4511,4511,ENGINEERING,NUS Students [P]
16,BSP1005,LECTURE F2,1,3,782,1874,1874,SCHOOL OF BUSINESS,"NUS Students [P, G]"
17,BSP2001,LECTURE A,141,6,1,1,100,SCHOOL OF BUSINESS,"NUS Students [P, G]"
18,BSP2005,LECTURE E,11,6,1,1,967,SCHOOL OF BUSINESS,"NUS Students [P, G]"
19,BSP3001A,SECTIONAL TEACHING A1,6,1,100,1,100,SCHOOL OF BUSINESS,NUS Students [P]
20,BSP3001A,SECTIONAL TEACHING A2,9,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
21,BSP3001B,SECTIONAL TEACHING A3,2,1,503,1,503,SCHOOL OF BUSINESS,NUS Students [P]
22,BSP3001B,SECTIONAL TEACHING A4,11,2,101,1,1000,SCHOOL OF BUSINESS,NUS Students [P]
23,BSP4512,SECTIONAL TEACHING C1,1,3,668,1451,1451,SCHOOL OF BUSINESS,"NUS Students [P, G]"
24,BU2180,LECTURE 1,46,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
25,BU2181,LECTURE 1,46,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
26,BU2480,LECTURE 1,51,1,100,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
27,BU2483,LECTURE 1,46,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
28,BU3182,LECTURE 1,20,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
29,BU4290,LECTURE 1,38,3,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
30,BU4491,LECTURE 1,35,4,1,1,5000,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
31,CE2112,LECTURE 1,111,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
32,CE2164,LECTURE 1,88,8,1,1,1,ENGINEERING,"NUS Students [P, G]"
33,CE2183,LECTURE 1,55,6,1,1,10,ENGINEERING,"NUS Students [P, G]"
34,CE3101,LECTURE P,114,3,1,1,1,ENGINEERING,NUS Students [P]
35,CE3116,LECTURE 1,77,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
36,CE3132,LECTURE 1,144,2,1,1,100,ENGINEERING,"NUS Students [P, G]"
37,CE3155,LECTURE 1,105,2,1,1,1,ENGINEERING,"NUS Students [P, G]"
38,CE3166,LECTURE 1,88,1,1,1,1,ENGINEERING,"NUS Students [P, G]"
39,CE4104,LECTURE P,66,10,1,1,1,ENGINEERING,NUS Students [P]
40,CE4106,LECTURE P,5,0,0,0,0,ENGINEERING,NUS Students [P]
41,CE4258,LECTURE 1,45,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
42,CE5106,LECTURE 1,17,0,0,0,0,ENGINEERING,NUS Students [P]
43,CE5108,LECTURE 1,9,1,9,1,9,ENGINEERING,NUS Students [P]
44,CE5207,LECTURE 1,16,0,0,0,0,ENGINEERING,NUS Students [P]
45,CE5510,LECTURE 1,21,0,0,0,0,ENGINEERING,NUS Students [P]
46,CE5513,LECTURE 1,22,0,0,0,0,ENGINEERING,NUS Students [P]
47,CE5603,LECTURE 1,1,8,100,6000,6000,ENGINEERING,NUS Students [P]
48,CE5610,LECTURE 1,23,0,0,0,0,ENGINEERING,NUS Students [P]
49,CE5711,LECTURE 1,12,0,0,0,0,ENGINEERING,NUS Students [P]
50,CE5713,LECTURE 1,4,0,0,0,0,ENGINEERING,NUS Students [P]
51,CE5806,LECTURE 1,2,4,1,1350,3163,ENGINEERING,NUS Students [P]
52,CF3101,LECTURE SL1,27,2,20,1,1000,SCIENCE,"NUS Students [P, G]"
53,CF4103,LECTURE SL1,8,2,1,1,5,SCIENCE,NUS Students [P]
54,CH1101E,LECTURE 1,88,20,1,1,784,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
55,CH2141,LECTURE 1,49,26,1,1,2039,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
56,CH2228,LECTURE 1,6,11,50,700,1300,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
57,CH2243,LECTURE 1,40,2,500,1,500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
