,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V1,23,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
1,ACC1002X,LECTURE X1,11,30,11,1161,4657,SCHOOL OF BUSINESS,"NUS Students [P, G]"
2,ACC1002X,LECTURE X2,5,15,10,682,2000,SCHOOL OF BUSINESS,"NUS Students [P, G]"
3,ACC1006,LECTURE J1,30,1,1,1,1,SCHOOL OF BUSINESS,"NUS Students [P, G]"
4,ACC2002,LECTURE K1,14,3,1,1,284,SCHOOL OF BUSINESS,"NUS Students [P, G]"
5,ACC2002,LECTURE K2,54,1,1,1,1,SCHOOL OF BUSINESS,"NUS Students [P, G]"
6,ACC4611,SECTIONAL TEACHING K1,6,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
7,ACC4612A,SECTIONAL TEACHING L1,1,7,11,2169,2169,SCHOOL OF BUSINESS,"NUS Students [P, G]"
8,ACC4612C,SECTIONAL TEACHING C1,8,1,231,1,231,SCHOOL OF BUSINESS,"NUS Students [P, G]"
9,AR1102,DESIGN LECTURE 1,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
10,AR1326,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
11,AR1721,LECTURE 1,23,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
12,AR1724,LECTURE 1,21,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
13,AR2102,DESIGN LECTURE 1,18,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
14,AR2223,LECTURE 1,17,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
15,AR2225,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
16,AR2327,LECTURE 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
17,AR3102,DESIGN LECTURE 1,8,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
18,AR3323,LECTURE 1,20,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
19,AR3324,LECTURE 1,10,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
20,AR4104,DESIGN LECTURE 1,10,6,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
21,AR4323,LECTURE 1,1,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
22,AR5221,LECTURE 1,4,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
23,BL5233,LECTURE SL1,20,0,0,0,0,SCIENCE,NUS Students [P]
24,BN4201,LECTURE 1,15,0,0,0,0,ENGINEERING,NUS Students [P]
25,BN4202,LECTURE 1,13,0,0,0,0,ENGINEERING,NUS Students [P]
26,BN4402,LECTURE 1,39,1,1,1,1,ENGINEERING,NUS Students [P]
27,BN4404,LECTURE 1,14,0,0,0,0,ENGINEERING,NUS Students [P]
28,BSP1004X,LECTURE Y1,59,11,1,1,1226,SCHOOL OF BUSINESS,"NUS Students [P, G]"
29,BSP1005,LECTURE D1,69,13,1,1,1028,SCHOOL OF BUSINESS,"NUS Students [P, G]"
30,BSP1005,LECTURE D2,78,8,1,1,979,SCHOOL OF BUSINESS,"NUS Students [P, G]"
31,BSP2001,LECTURE G01,114,1,1,1,1,SCHOOL OF BUSINESS,"NUS Students [P, G]"
32,BSP2001,LECTURE G02,137,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
33,BSP2005,LECTURE E1,17,1,1000,1,1000,SCHOOL OF BUSINESS,"NUS Students [P, G]"
34,BSP2005,LECTURE E2,22,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
