,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V1,20,1,1500,1,1500,SCHOOL OF BUSINESS,Returning Students [P]
1,ACC1002,LECTURE V1,26,1,400,1,400,SCHOOL OF BUSINESS,New Students [P]
2,ACC1002X,LECTURE X1,20,0,0,0,0,SCIENCE,Returning Students [P]
3,ACC1002X,LECTURE X1,115,6,1,1,1605,ENGINEERING,Returning Students [P]
4,ACC1002X,LECTURE X1,12,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
5,ACC1002X,LECTURE X1,20,0,0,0,0,SCIENCE,New Students [P]
6,ACC1002X,LECTURE X1,19,1,1,1,1,ENGINEERING,New Students [P]
7,ACC1002X,LECTURE X1,33,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
8,ACC1002X,LECTURE X1,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
9,ACC1002X,LECTURE X2,15,0,0,0,0,SCIENCE,Returning Students [P]
10,ACC1002X,LECTURE X2,18,0,0,0,0,LAW,Returning Students [P]
11,ACC1002X,LECTURE X2,113,0,0,0,0,ENGINEERING,Returning Students [P]
12,ACC1002X,LECTURE X2,16,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
13,ACC1002X,LECTURE X2,15,0,0,0,0,SCIENCE,New Students [P]
14,ACC1002X,LECTURE X2,11,2,1,1,500,ENGINEERING,New Students [P]
15,ACC1002X,LECTURE X2,1,1,50,1,50,SCHOOL OF COMPUTING,New Students [P]
16,ACC1006,LECTURE J1,11,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
17,ACC1006,LECTURE J1,10,0,0,0,0,SCHOOL OF BUSINESS,New Students [P]
18,ACC2002,LECTURE K1,25,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
19,ACC2002,LECTURE K1,4,0,0,0,0,SCHOOL OF BUSINESS,New Students [P]
20,ACC2002,LECTURE K2,20,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
21,ACC2002,LECTURE K2,27,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
22,ACC2002,LECTURE K2,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
23,ACC2002,LECTURE K2,3,0,0,0,0,SCHOOL OF BUSINESS,New Students [P]
24,ACC4611,SECTIONAL TEACHING K1,8,10,1,13,2658,SCHOOL OF BUSINESS,Returning Students [P]
25,AR1102,DESIGN LECTURE 1,4,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
26,AR1102,DESIGN LECTURE 1,29,5,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
27,AR1326,LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
28,AR1326,LECTURE 1,54,5,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
29,AR1721,LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
30,AR1721,LECTURE 1,59,5,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
31,AR1724,LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
32,AR1724,LECTURE 1,58,5,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
33,AR2102,DESIGN LECTURE 1,24,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
34,AR2225,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
35,AR2225,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
36,AR2327,LECTURE 1,50,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
37,AR2723,LECTURE 1,27,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
38,AR3102,DESIGN LECTURE 1,31,8,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
39,AR3721,LECTURE 1,40,8,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
40,AR4102,DESIGN LECTURE 1,32,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
41,AR4104,DESIGN LECTURE 1,15,2,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
42,AR4323,LECTURE 1,23,3,1,1,6122,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
43,AR5011,LECTURE 1,50,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
44,AR5221,LECTURE 1,25,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
45,BN4402,LECTURE 1,20,6,1,1,1000,ENGINEERING,Returning Students [P]
46,BN4404,LECTURE 1,12,5,1,1,1000,ENGINEERING,Returning Students [P]
47,BSP1004X,LECTURE Y1,5,1,10,1,10,SCIENCE,Returning Students [P]
48,BSP1004X,LECTURE Y1,29,1,1000,1,1000,ENGINEERING,Returning Students [P]
49,BSP1004X,LECTURE Y1,20,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
50,BSP1004X,LECTURE Y1,3,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
51,BSP1004X,LECTURE Y1,7,0,0,0,0,SCIENCE,New Students [P]
52,BSP1004X,LECTURE Y1,11,0,0,0,0,ENGINEERING,New Students [P]
53,BSP1004X,LECTURE Y1,39,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
54,BSP1004X,LECTURE Y1,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
55,BSP1005,LECTURE D1,5,0,0,0,0,SCIENCE,Returning Students [P]
56,BSP1005,LECTURE D1,33,0,0,0,0,ENGINEERING,Returning Students [P]
57,BSP1005,LECTURE D1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
58,BSP1005,LECTURE D1,14,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
59,BSP1005,LECTURE D1,6,0,0,0,0,SCIENCE,New Students [P]
60,BSP1005,LECTURE D1,9,1,1,1,1,ENGINEERING,New Students [P]
61,BSP1005,LECTURE D1,15,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
62,BSP1005,LECTURE D1,13,1,400,1,400,SCHOOL OF BUSINESS,New Students [P]
63,BSP1005,LECTURE D2,16,1,2000,1,2000,SCIENCE,Returning Students [P]
64,BSP1005,LECTURE D2,32,0,0,0,0,ENGINEERING,Returning Students [P]
65,BSP1005,LECTURE D2,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
66,BSP1005,LECTURE D2,14,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
67,BSP1005,LECTURE D2,4,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
68,BSP1005,LECTURE D2,17,2,1,1,1,SCIENCE,New Students [P]
69,BSP1005,LECTURE D2,4,1,1,1,1,ENGINEERING,New Students [P]
70,BSP1005,LECTURE D2,15,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
71,BSP1005,LECTURE D2,13,0,0,0,0,SCHOOL OF BUSINESS,New Students [P]
72,BSP1005,LECTURE D2,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
73,BSP2001,LECTURE G1,52,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
74,BSP2001,LECTURE G2,52,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
75,BSP2005,LECTURE E1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
76,BSP2005,LECTURE E1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
77,BSP2005,LECTURE E2,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
78,BSP2005,LECTURE E2,7,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
79,BSP4512,SECTIONAL TEACHING D1,26,6,1,1,10,SCHOOL OF BUSINESS,Returning Students [P]
80,CE2112,LECTURE 1,47,1,1,1,1,ENGINEERING,Returning Students [P]
81,CE2183,LECTURE 1,52,3,1,1,1,ENGINEERING,Returning Students [P]
82,CE3101,PACKAGED LECTURE 1,21,0,0,0,0,ENGINEERING,Returning Students [P]
83,CE3116,LECTURE 1,25,2,10,1,10,ENGINEERING,Returning Students [P]
84,CE3132,LECTURE 1,34,10,1,1,4100,ENGINEERING,Returning Students [P]
85,CE3155,LECTURE 1,23,7,1,1,10,ENGINEERING,Returning Students [P]
86,CE3165,LECTURE 1,17,3,10,1,10,ENGINEERING,Returning Students [P]
87,CE4103,LECTURE DSG,4,0,0,0,0,ENGINEERING,Returning Students [P]
88,CE4104,LECTURE PRJ,39,7,1,1,101,ENGINEERING,Returning Students [P]
89,CE4231,LECTURE 1,33,10,1,1,200,ENGINEERING,Returning Students [P]
90,CE4247,PACKAGED LECTURE 1,33,0,0,0,0,ENGINEERING,Returning Students [P]
91,CE4258,LECTURE 1,15,3,1,1,1,ENGINEERING,Returning Students [P]
92,CE4282,LECTURE 1,5,0,0,0,0,ENGINEERING,Returning Students [P]
93,CE5105,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
94,CE5106,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
95,CE5107,LECTURE 1,13,1,2000,1,2000,ENGINEERING,Returning Students [P]
96,CE5207,LECTURE 1,12,1,1,1,1,ENGINEERING,Returning Students [P]
97,CE5308,LECTURE 1,11,0,0,0,0,ENGINEERING,Returning Students [P]
98,CE5313,LECTURE 1,7,0,0,0,0,ENGINEERING,Returning Students [P]
99,CE5603,LECTURE 1,6,1,1,1,1,ENGINEERING,Returning Students [P]
100,CE5604,LECTURE 1,12,0,0,0,0,ENGINEERING,Returning Students [P]
101,CE5611,LECTURE 1,6,0,0,0,0,ENGINEERING,Returning Students [P]
102,CE5805,LECTURE 1,9,0,0,0,0,ENGINEERING,Returning Students [P]
103,CE5881,LECTURE 1,6,0,0,0,0,ENGINEERING,Returning Students [P]
104,CE5883A,LECTURE 1,3,0,0,0,0,ENGINEERING,Returning Students [P]
105,CG3204L,LECTURE 1,8,1,1,1,1,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
106,CH1101E,LECTURE 1,27,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
107,CH1101E,LECTURE 1,21,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
108,CH2141,LECTURE 1,40,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
109,CH2141,LECTURE 1,27,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
110,CH2223,LECTURE 1,21,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
111,CH2223,LECTURE 1,17,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
