,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V1,1,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
1,ACC1002X,LECTURE X1,2,6,1,2314,2849,SCHOOL OF BUSINESS,"NUS Students [P, G]"
2,ACC1002X,LECTURE X2,10,9,1,1,1000,SCHOOL OF BUSINESS,"NUS Students [P, G]"
3,ACC1002X,LECTURE X3,22,10,1,1,113,SCHOOL OF BUSINESS,"NUS Students [P, G]"
4,ACC2002,SECTIONAL TEACHING B8,3,2,1,1,100,SCHOOL OF BUSINESS,"NUS Students [P, G]"
5,ACC4611,SECTIONAL TEACHING K1,22,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
6,ACC4612E,SECTIONAL TEACHING E1,1,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
7,AR1101,DESIGN LECTURE 1,9,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
8,AR1327,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
9,AR2101,DESIGN LECTURE 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
10,AR2223,LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
11,AR2225,LECTURE 1,2,2,1,1,200,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
12,AR3101,DESIGN LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
13,AR3421,LECTURE 1,10,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
14,AR4101,DESIGN LECTURE 1,9,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
15,AR4103,DESIGN LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
16,AR4322,LECTURE 1,15,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
17,AR5011,LECTURE 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
18,AR5321,LECTURE 1,15,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
19,AS2237,LECTURE 1,1,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
20,AS3238,LECTURE 1,1,2,859,1100,1100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
21,BN4202,LECTURE 1,21,0,0,0,0,ENGINEERING,NUS Students [P]
22,BN4301,LECTURE 1,7,1,5,1,5,ENGINEERING,NUS Students [P]
23,BN4406,LECTURE 1,67,0,0,0,0,ENGINEERING,NUS Students [P]
24,BSP1005,LECTURE D1,16,1,94,1,94,SCHOOL OF BUSINESS,"NUS Students [P, G]"
25,BSP1005,LECTURE D2,35,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
26,BSP1005,LECTURE D3,33,3,1,1,10,SCHOOL OF BUSINESS,"NUS Students [P, G]"
27,BSP2001,LECTURE X1,18,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
28,BSP2001,LECTURE X2,28,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
29,BSP2005,LECTURE E1,17,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
30,BSP2005,LECTURE E2,72,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
31,BSP3513,SECTIONAL TEACHING V1,30,1,1284,1,1284,SCHOOL OF BUSINESS,"NUS Students [P, G]"
32,BSP3516,SECTIONAL TEACHING B1,41,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
33,BSP4513,SECTIONAL TEACHING B1,12,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
34,BSP4515,SECTIONAL TEACHING B1,26,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
35,BST3002D,SECTIONAL TEACHING B1,38,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
36,BT2101,LECTURE 1,13,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [P]
37,BT3101,LECTURE 1,16,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [P]
38,BT3102,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [P]
39,BT3103,LECTURE 1,17,1,200,1,200,SCHOOL OF COMPUTING,NUS Students [P]
40,BT4212,LECTURE 1,15,1,1,1,1,SCHOOL OF COMPUTING,NUS Students [P]
41,BT4221,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [P]
42,CE1109,LECTURE 1,19,1,1,1,1,ENGINEERING,"NUS Students [P, G]"
43,CE2112,LECTURE 1,87,1,100,1,100,ENGINEERING,NUS Students [P]
44,CE2134,LECTURE 1,8,0,0,0,0,ENGINEERING,NUS Students [P]
45,CE2155,LECTURE 1,25,0,0,0,0,ENGINEERING,NUS Students [P]
46,CE2183,LECTURE 1,85,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
47,CE2184,LECTURE 1,54,0,0,0,0,ENGINEERING,NUS Students [P]
48,CE2407,LECTURE 1,84,0,0,0,0,ENGINEERING,NUS Students [P]
49,CE2409,LECTURE 1,2,1,1,1,1,ENGINEERING,NUS Students [G]
50,CE3101,PACKAGED LECTURE 1,23,2,10,1,50,ENGINEERING,"NUS Students [P, G]"
51,CE3116,LECTURE 1,37,0,0,0,0,ENGINEERING,NUS Students [P]
52,CE3121,LECTURE 1,58,0,0,0,0,ENGINEERING,NUS Students [P]
53,CE3165,LECTURE 1,36,0,0,0,0,ENGINEERING,NUS Students [P]
54,CE3166,LECTURE 1,44,0,0,0,0,ENGINEERING,NUS Students [P]
55,CE4103,LECTURE DSG,31,1,1,1,1,ENGINEERING,NUS Students [P]
56,CE4104,LECTURE PRJ,35,3,1,1,100,ENGINEERING,NUS Students [P]
57,CE4257,LECTURE 1,3,0,0,0,0,ENGINEERING,NUS Students [P]
58,CE5101,LECTURE 1,7,0,0,0,0,ENGINEERING,NUS Students [P]
59,CE5104,LECTURE 1,3,1,1,1,1,ENGINEERING,NUS Students [P]
