,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V1,20,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
1,ACC1002,LECTURE V1,20,20,1,1,851,SCHOOL OF BUSINESS,New Students [P]
2,ACC1002X,LECTURE X1,8,0,0,0,0,SCIENCE,Returning Students [P]
3,ACC1002X,LECTURE X1,18,0,0,0,0,LAW,Returning Students [P]
4,ACC1002X,LECTURE X1,46,9,2,1,450,ENGINEERING,Returning Students [P]
5,ACC1002X,LECTURE X1,14,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
6,ACC1002X,LECTURE X1,10,0,0,0,0,SCIENCE,New Students [P]
7,ACC1002X,LECTURE X1,21,0,0,0,0,ENGINEERING,New Students [P]
8,ACC1002X,LECTURE X1,27,2,1,1,1,SCHOOL OF COMPUTING,New Students [P]
9,ACC1002X,LECTURE X1,4,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
10,ACC1002X,LECTURE X2,5,0,0,0,0,SCIENCE,Returning Students [P]
11,ACC1002X,LECTURE X2,64,7,1,1,1000,ENGINEERING,Returning Students [P]
12,ACC1002X,LECTURE X2,9,0,0,0,0,SCIENCE,New Students [P]
13,ACC1002X,LECTURE X2,29,0,0,0,0,ENGINEERING,New Students [P]
14,ACC1002X,LECTURE X3,6,0,0,0,0,SCIENCE,Returning Students [P]
15,ACC1002X,LECTURE X3,8,0,0,0,0,SCIENCE,New Students [P]
16,ACC1002X,LECTURE X3,5,0,0,0,0,ENGINEERING,New Students [P]
17,ACC2002,LECTURE K1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
18,ACC2002,LECTURE K1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
19,ACC2002,LECTURE K2,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
20,ACC2002,LECTURE K2,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
21,ACC4611,SECTIONAL TEACHING K1,16,4,1,1,3001,SCHOOL OF BUSINESS,Returning Students [P]
22,ACC4612A,SECTIONAL TEACHING A1,20,39,1,4321,5348,SCHOOL OF BUSINESS,Returning Students [P]
23,ACC4612E,SECTIONAL TEACHING E1,12,8,1,1,2946,SCHOOL OF BUSINESS,Returning Students [P]
24,AR1102,DESIGN LECTURE 1,11,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
25,AR1326,LECTURE 1,49,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
26,AR1721,LECTURE 1,50,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
27,AR1724,LECTURE 1,61,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
28,AR2102,DESIGN LECTURE 1,13,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
29,AR2102,DESIGN LECTURE 1,8,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
30,AR2225,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
