,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,AR1326,LECTURE 1,14,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
1,AR1721,LECTURE 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
2,AR2102,DESIGN TUTORIAL 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
3,AR2326,LECTURE 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
4,AR2724,LECTURE 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
5,AR4102,DESIGN TUTORIAL 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
6,AR4102,DESIGN TUTORIAL 2,76,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
7,AR4104,DESIGN TUTORIAL 1,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
8,AR5011,LECTURE 1,7,1,2,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
9,AR5312,LECTURE 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
10,AS3232,SEMINAR-STYLE MODULE CLASS 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
11,AS3240,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
12,BHT4001A,LECTURE ZA,476,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
13,BHT4001B,LECTURE ZB,476,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
14,BHT4001C,LECTURE ZC,475,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
15,BN3401,LECTURE 1,40,21,1,1,100,ENGINEERING,NUS Students [P]
16,BN4202,LECTURE 1,33,0,0,0,0,ENGINEERING,NUS Students [P]
17,BN4203,LECTURE 1,34,0,0,0,0,ENGINEERING,NUS Students [P]
18,BN4402,LECTURE 1,48,0,0,0,0,ENGINEERING,NUS Students [P]
19,BSP1004B,LECTURE D3,1,3,1,5400,5400,SCHOOL OF BUSINESS,"NUS Students [P, G]"
20,BSP1005,LECTURE F1,2,6,746,1782,3011,SCHOOL OF BUSINESS,"NUS Students [P, G]"
21,BSP2001,LECTURE A1,258,2,1,1,100,SCHOOL OF BUSINESS,"NUS Students [P, G]"
22,BSP2001,LECTURE A2,283,1,1,1,1,SCHOOL OF BUSINESS,"NUS Students [P, G]"
23,BSP2005,LECTURE E1,28,2,20,1,528,SCHOOL OF BUSINESS,"NUS Students [P, G]"
24,BSP2005,LECTURE E2,91,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
25,BSP3001B,SECTIONAL TEACHING A3,8,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
26,BU3182,LECTURE 1,11,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
27,BU3280,LECTURE 1,19,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
28,BU3381,LECTURE 1,23,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
29,BU4180,LECTURE 1,20,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
30,BU4280,LECTURE 1,19,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
31,BU4491,LECTURE 1,37,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
32,CE2112,LECTURE 1,118,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
33,CE2164,LECTURE 1,57,2,1,1,5,ENGINEERING,NUS Students [P]
34,CE2183,LECTURE 1,106,2,1,1,1,ENGINEERING,"NUS Students [P, G]"
35,CE3116,LECTURE 1,69,0,0,0,0,ENGINEERING,NUS Students [P]
36,CE3132,LECTURE 1,139,0,0,0,0,ENGINEERING,NUS Students [P]
37,CE3155,LECTURE 1,97,0,0,0,0,ENGINEERING,NUS Students [P]
38,CE3166,LECTURE 1,73,1,1,1,1,ENGINEERING,NUS Students [P]
39,CE4104,LECTURE 1,42,2,1,1,10,ENGINEERING,NUS Students [P]
40,CE4258,LECTURE 1,45,0,0,0,0,ENGINEERING,NUS Students [P]
41,CE5106,LECTURE 1,8,0,0,0,0,ENGINEERING,NUS Students [P]
42,CE5107,LECTURE 1,7,1,1,1,1,ENGINEERING,NUS Students [P]
43,CE5108,LECTURE 1,18,0,0,0,0,ENGINEERING,NUS Students [P]
44,CE5207,LECTURE 1,13,0,0,0,0,ENGINEERING,NUS Students [P]
45,CE5308,LECTURE 1,17,0,0,0,0,ENGINEERING,NUS Students [P]
46,CE5510,LECTURE 1,20,0,0,0,0,ENGINEERING,NUS Students [P]
47,CE5610,LECTURE 1,13,0,0,0,0,ENGINEERING,NUS Students [P]
48,CE5702,LECTURE 1,16,0,0,0,0,ENGINEERING,NUS Students [P]
49,CE5710,LECTURE 1,14,0,0,0,0,ENGINEERING,NUS Students [P]
50,CE5711,LECTURE 1,18,0,0,0,0,ENGINEERING,NUS Students [P]
51,CE5713,LECTURE 1,18,0,0,0,0,ENGINEERING,NUS Students [P]
52,CH1101E,LECTURE 1,100,3,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
53,CH2141,LECTURE 1,4,9,550,1200,1813,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
54,CH2222,LECTURE 1,44,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
55,CH2228,LECTURE 1,10,4,1,1,98,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
56,CH2244,LECTURE 1,92,4,1,1,1500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
57,CH2291,LECTURE 1,149,11,1,1,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
58,CH3222,LECTURE 1,33,2,500,1,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
59,CH3226,LECTURE 1,29,2,1,1,50,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
60,CH3242,LECTURE 1,38,2,1,1,10,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
61,CH3243,LECTURE 1,23,2,100,1,2392,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
62,CH3244,LECTURE 1,28,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
63,CH4202,SECTIONAL TEACHING 1,12,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
64,CH4204,SECTIONAL TEACHING 1,25,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
65,CH4222,LECTURE 1,25,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
66,CH4224,SECTIONAL TEACHING 1,16,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
67,CH4244,SECTIONAL TEACHING 1,13,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
68,CH5224,SECTIONAL TEACHING 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
69,CH5244,SECTIONAL TEACHING 1,16,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
70,CL1101E,LECTURE 1,145,8,1,1,23,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
71,CL2101,LECTURE 1,95,3,3,1,1500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
72,CL2102,LECTURE 1,44,6,1,1,24,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
73,CL2103,LECTURE 1,75,10,1,1,200,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
74,CL2204,LECTURE 1,65,4,1,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
75,CL2241,LECTURE 1,52,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
76,CL2281,LECTURE 1,2,7,30,800,3374,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
77,CL3201,LECTURE 1,45,1,1317,1,1317,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
78,CL3203,LECTURE 1,37,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
79,CL3207,LECTURE 1,31,1,1003,1,1003,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
80,CL3208,LECTURE 1,50,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
81,CL3281,LECTURE 1,32,2,2,1,10,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
82,CM1101,LECTURE SL1,380,0,0,0,0,SCIENCE,"NUS Students [P, G]"
83,CM1121,LECTURE SL1,459,2,10,1,868,SCIENCE,"NUS Students [P, G]"
84,CM1131,LECTURE SL1,313,1,100,1,100,SCIENCE,NUS Students [P]
