,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002X,LECTURE B1,5,21,150,3207,7500,SCHOOL OF BUSINESS,"NUS Students [P, G]"
1,ACC1002X,LECTURE B2,3,19,4,2218,4673,SCHOOL OF BUSINESS,"NUS Students [P, G]"
2,ACC1006,LECTURE C,15,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
3,ACC2002,LECTURE B1,2,7,1,611,917,SCHOOL OF BUSINESS,"NUS Students [P, G]"
4,ACC2002,LECTURE B2,2,5,50,603,798,SCHOOL OF BUSINESS,"NUS Students [P, G]"
5,ACC3613,SECTIONAL TEACHING D1,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
6,ACC3613,SECTIONAL TEACHING D2,1,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
7,ACC3613,SECTIONAL TEACHING D3,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
8,ACC3615,SECTIONAL TEACHING E1,3,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
9,ACC3615,SECTIONAL TEACHING E2,1,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
10,ACC3615,SECTIONAL TEACHING E3,1,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
11,AR1102,DESIGN TUTORIAL 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
12,AR1326,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
13,AR1721,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
14,AR2102,DESIGN TUTORIAL 1,7,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
15,AR2223,LECTURE 1,2,5,1,1181,2112,SCHOOL OF DESIGN AND ENVIRONMENT,"NUS Students [P, G]"
16,AR2326,LECTURE 1,20,3,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
17,AR2724,LECTURE 1,17,5,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
18,AR3102,DESIGN TUTORIAL 1,17,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
19,AR3323,LECTURE 1,45,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
20,AR3324,LECTURE 1,21,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
21,AR4102,DESIGN TUTORIAL 1,19,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
22,AR4104,DESIGN TUTORIAL 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
23,AR4323,LECTURE 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
24,AR5011,LECTURE 2,37,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
25,BCP4002A,SECTIONAL TEACHING A,492,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
26,BCP4002B,SECTIONAL TEACHING B,496,2,1,1,100,SCHOOL OF BUSINESS,NUS Students [P]
27,BHT4001A,SECTIONAL TEACHING A,497,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
28,BHT4001B,SECTIONAL TEACHING B,498,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
29,BHT4001C,SECTIONAL TEACHING C,498,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
30,BN4201,LECTURE 1,1,1,3635,1,3635,ENGINEERING,NUS Students [P]
31,BN4202,LECTURE 1,25,0,0,0,0,ENGINEERING,NUS Students [P]
32,BN4402,LECTURE 1,10,1,1,1,1,ENGINEERING,NUS Students [P]
33,BN4404,LECTURE 1,7,2,6,1,100,ENGINEERING,NUS Students [P]
34,BSP1004,LECTURE D1,2,4,400,2500,3000,SCHOOL OF BUSINESS,"NUS Students [P, G]"
35,BSP1004,LECTURE D2,2,10,1,2404,3059,SCHOOL OF BUSINESS,"NUS Students [P, G]"
36,BSP1005,LECTURE F1,2,5,500,2411,3000,SCHOOL OF BUSINESS,"NUS Students [P, G]"
