,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002X,LECTURE B1,3,16,120,1857,2393,SCHOOL OF BUSINESS,"NUS Students [P, G]"
1,ACC1002X,LECTURE B2,9,22,425,1290,4000,SCHOOL OF BUSINESS,"NUS Students [P, G]"
2,ACC1006,LECTURE C,17,1,1442,1,1442,SCHOOL OF BUSINESS,NUS Students [P]
3,AR1101,DESIGN LECTURE 1,20,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
4,AR1121,LECTURE 1,19,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
5,AR1221,LECTURE 1,26,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
6,AR2101,DESIGN LECTURE 1,26,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
7,AR2221,LECTURE 1,16,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
8,AR2511,PACKAGED LECTURE 1,26,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
9,AR2723,LECTURE 1,52,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
10,AR3101,DESIGN LECTURE 1,14,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
11,AR3222,LECTURE 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
12,AR4101,DESIGN LECTURE 1,30,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
13,AR4103,DESIGN LECTURE 1,34,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
14,AR4322,LECTURE 1,39,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
15,AR5011,LECTURE 1,45,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
16,AR5312,LECTURE 1,27,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
17,AR5321,LECTURE 1,34,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
18,AR5610,LECTURE 1,22,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
19,AS3232,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
20,AS3234,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
21,AS3240,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
22,AS4231,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
23,BSP1004,LECTURE D1,1,5,50,5814,5814,SCHOOL OF BUSINESS,"NUS Students [P, G]"
24,BSP1004,LECTURE D2,2,4,286,647,857,SCHOOL OF BUSINESS,"NUS Students [P, G]"
25,BSP1005A,LECTURE D2,1,3,227,746,746,SCHOOL OF BUSINESS,"NUS Students [P, G]"
26,BSP1005B,LECTURE D3,1,6,300,596,596,SCHOOL OF BUSINESS,"NUS Students [P, G]"
27,BSP3001,SECTIONAL TEACHING A2,6,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
28,BSP3001,SECTIONAL TEACHING A6,43,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
29,CE2134,LECTURE 1,48,0,0,0,0,ENGINEERING,NUS Students [P]
30,CE2155,LECTURE 1,79,1,1,1,1,ENGINEERING,NUS Students [P]
31,CE2184,LECTURE 1,25,3,3,1,135,ENGINEERING,"NUS Students [P, G]"
32,CE2407,LECTURE 1,49,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
33,CE2409,LECTURE 1,83,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
