,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V1,44,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
1,ACC1002X,LECTURE X1,40,63,8,1111,3578,SCIENCE,Returning Students and New Students [P]
2,ACC1002X,LECTURE X1,116,12,1,1,3517,ENGINEERING,Returning Students and New Students [P]
3,ACC1002X,LECTURE X1,46,4,1,1,3285,SCHOOL OF COMPUTING,Returning Students and New Students [P]
4,ACC1002X,LECTURE X1,8,37,1,1770,2599,SCHOOL OF BUSINESS,NUS Students [G]
5,ACC1002X,LECTURE X2,30,55,1,968,3079,SCIENCE,Returning Students and New Students [P]
6,ACC1002X,LECTURE X2,18,0,0,0,0,LAW,Returning Students and New Students [P]
7,ACC1002X,LECTURE X2,101,11,1,1,1757,ENGINEERING,Returning Students and New Students [P]
8,ACC1002X,LECTURE X2,13,7,1,1,1000,SCHOOL OF COMPUTING,Returning Students and New Students [P]
9,ACC1006,LECTURE J1,21,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
10,ACC1006,LECTURE J1,5,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
11,ACC2002,LECTURE K1,29,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
12,ACC2002,LECTURE K1,19,17,1,1,1650,SCHOOL OF BUSINESS,NUS Students [G]
13,ACC2002,LECTURE K2,30,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and New Students [P]
14,ACC2002,LECTURE K2,27,1,1,1,1,SCHOOL OF BUSINESS,Returning Students and New Students [P]
15,ACC2002,LECTURE K2,29,15,1,1,1000,SCHOOL OF BUSINESS,NUS Students [G]
16,ACC4611,SECTIONAL TEACHING K1,1,2,10,644,644,SCHOOL OF BUSINESS,Returning Students and New Students [P]
17,ACC4611,SECTIONAL TEACHING K1,2,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
18,ACC4612A,SECTIONAL TEACHING L1,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
19,ACC4612C,SECTIONAL TEACHING C1,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
20,ACC4612E,SECTIONAL TEACHING E1,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
21,AR1102,DESIGN LECTURE 1,23,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
22,AR1326,LECTURE 1,45,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
23,AR1721,LECTURE 1,50,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
24,AR1724,LECTURE 1,49,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
25,AR2102,DESIGN LECTURE 1,17,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
26,AR2225,LECTURE 1,15,10,1,1,3000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
27,AR2327,LECTURE 1,43,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
28,AR2723,LECTURE 1,20,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
29,AR3102,DESIGN LECTURE 1,14,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
30,AR3721,LECTURE 1,23,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
31,AR4102,DESIGN LECTURE 1,18,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
32,AR4104,DESIGN LECTURE 1,7,1,5000,1,5000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
33,AR4323,LECTURE 1,14,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
34,AR5011,LECTURE 1,49,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
35,AR5221,LECTURE 1,14,2,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and New Students [P]
36,BN4201,LECTURE 1,1,3,2700,4460,4460,ENGINEERING,Returning Students and New Students [P]
37,BN4402,LECTURE 1,14,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
38,BN4404,LECTURE 1,5,2,2,1,1206,ENGINEERING,Returning Students and New Students [P]
39,BSP1004X,LECTURE Y1,12,7,1,1,200,SCIENCE,Returning Students and New Students [P]
40,BSP1004X,LECTURE Y1,37,2,10,1,11,ENGINEERING,Returning Students and New Students [P]
41,BSP1004X,LECTURE Y1,59,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and New Students [P]
42,BSP1004X,LECTURE Y1,5,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students and New Students [P]
43,BSP1004X,LECTURE Y1,54,66,10,500,2500,SCHOOL OF BUSINESS,NUS Students [G]
44,BSP1005,LECTURE D1,12,2,2,1,300,SCIENCE,Returning Students and New Students [P]
45,BSP1005,LECTURE D1,43,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
46,BSP1005,LECTURE D1,25,1,50,1,50,SCHOOL OF COMPUTING,Returning Students and New Students [P]
47,BSP1005,LECTURE D1,24,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
48,BSP1005,LECTURE D1,15,7,1,1,840,SCHOOL OF BUSINESS,NUS Students [G]
49,BSP1005,LECTURE D2,29,0,0,0,0,SCIENCE,Returning Students and New Students [P]
50,BSP1005,LECTURE D2,34,1,1,1,1,ENGINEERING,Returning Students and New Students [P]
51,BSP1005,LECTURE D2,25,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and New Students [P]
52,BSP1005,LECTURE D2,26,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and New Students [P]
53,BSP1005,LECTURE D2,4,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students and New Students [P]
54,BSP1005,LECTURE D2,14,5,1,1,523,SCHOOL OF BUSINESS,NUS Students [G]
55,BSP2001,LECTURE G1,47,2,1,1,1,SCHOOL OF BUSINESS,Returning Students and New Students [P]
56,BSP2001,LECTURE G1,55,2,1,1,43,SCHOOL OF BUSINESS,NUS Students [G]
57,BSP2001,LECTURE G2,52,1,11,1,11,SCHOOL OF BUSINESS,Returning Students and New Students [P]
58,BSP2001,LECTURE G2,55,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
59,BSP2005,LECTURE E1,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and New Students [P]
60,BSP2005,LECTURE E1,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
61,BSP2005,LECTURE E2,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and New Students [P]
62,BSP2005,LECTURE E2,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
63,BSP4512,SECTIONAL TEACHING D1,20,1,1,1,1,SCHOOL OF BUSINESS,Returning Students and New Students [P]
64,BSP4512,SECTIONAL TEACHING D1,3,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
65,CE2112,LECTURE 1,43,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
66,CE2112,LECTURE 1,5,0,0,0,0,ENGINEERING,NUS Students [G]
67,CE2183,LECTURE 1,45,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
68,CE2183,LECTURE 1,5,2,25,1,300,ENGINEERING,NUS Students [G]
69,CE3101,PACKAGED LECTURE 1,21,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
70,CE3101,PACKAGED LECTURE 1,2,0,0,0,0,ENGINEERING,NUS Students [G]
71,CE3116,LECTURE 1,21,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
72,CE3132,LECTURE 1,24,1,1,1,1,ENGINEERING,Returning Students and New Students [P]
73,CE3155,LECTURE 1,14,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
74,CE3165,LECTURE 1,15,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
75,CE4103,LECTURE DSG,4,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
76,CE4104,LECTURE PRJ,28,2,1,1,2,ENGINEERING,Returning Students and New Students [P]
77,CE4231,LECTURE 1,22,1,10,1,10,ENGINEERING,Returning Students and New Students [P]
78,CE4247,PACKAGED LECTURE 1,33,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
79,CE4258,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
80,CE4282,LECTURE 1,4,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
81,CE5105,LECTURE 1,14,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
82,CE5106,LECTURE 1,11,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
83,CE5107,LECTURE 1,12,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
84,CE5207,LECTURE 1,11,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
85,CE5308,LECTURE 1,11,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
86,CE5313,LECTURE 1,7,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
87,CE5603,LECTURE 1,5,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
88,CE5604,LECTURE 1,11,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
89,CE5611,LECTURE 1,7,1,100,1,100,ENGINEERING,Returning Students and New Students [P]
90,CE5805,LECTURE 1,9,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
91,CE5881,LECTURE 1,6,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
92,CE5883A,LECTURE 1,2,0,0,0,0,ENGINEERING,Returning Students and New Students [P]
93,CG3204L,LECTURE 1,8,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students and New Students [P]
94,CH1101E,LECTURE 1,47,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and New Students [P]
95,CH1101E,LECTURE 1,20,31,25,500,1836,ARTS & SOCIAL SCIENCES,NUS Students [G]
96,CH2141,LECTURE 1,67,17,1,1,275,ARTS & SOCIAL SCIENCES,Returning Students and New Students [P]
97,CH2141,LECTURE 1,20,20,1,1,2030,ARTS & SOCIAL SCIENCES,NUS Students [G]
